customer_id,name,age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,credit_card_default
CST_148952,Oreskovic,30,1,1,1,0.0,248380.32,1066.0,High skill tech staff,2.0,0.0,33073.51,46872.78,77,865.0,0,0,0.0
CST_104672,Alexei Oreskovic,43,0,1,1,0.0,201540.6,2421.0,Unknown,2.0,0.0,36519.3,40002.39,53,727.0,0,0,0.0
CST_154232,Lange,25,0,0,0,0.0,122454.36,2000.0,Accountants,1.0,0.0,14462.97,46553.65,15,799.0,0,0,0.0
CST_140612,Praveen,28,1,1,1,0.0,94975.79,905.0,Laborers,1.0,0.0,15455.61,23872.91,31,894.0,0,0,0.0
CST_162515,Hurley,35,0,0,0,2.0,107825.15,4431.0,Core staff,4.0,0.0,38155.87,14181.47,41,721.0,0,0,0.0
CST_119572,Chen Aizhu,55,0,0,1,0.0,262421.59,969.0,Laborers,1.0,1.0,17728.72,50733.53,8,774.0,0,0,0.0
CST_124417,Ellen Freilich,55,1,1,1,1.0,231540.75,700.0,Drivers,2.0,1.0,42695.14,25384.75,84,638.0,1,1,1.0
CST_127801,Sheppard,33,1,0,1,0.0,88449.47,349.0,Sales staff,2.0,0.0,30887.23,13957.25,84,516.0,1,0,1.0
CST_106466,Julien Toyer,27,0,0,1,0.0,181191.8,3365.0,High skill tech staff,2.0,0.0,30538.22,67370.44,83,819.0,0,0,0.0
CST_107313,Leah Schnurr,46,0,0,0,0.0,173527.46,3264.0,Core staff,1.0,1.0,55248.89,18846.85,8,738.0,0,0,0.0
CST_146726,Casey,29,1,1,0,0.0,197404.68,732.0,Drivers,2.0,0.0,34001.93,22076.32,33,881.0,0,0,0.0
CST_141301,Nate,51,0,1,1,2.0,153018.95,118.0,Sales staff,3.0,0.0,49914.69,35286.58,5,893.0,0,0,0.0
CST_104177,Jessica Toonkel,25,1,0,0,1.0,214927.19,1044.0,Core staff,3.0,0.0,17878.92,49318.03,99,858.0,0,0,0.0
CST_124304,da Costa,40,0,0,1,0.0,149374.01,123.0,Security staff,1.0,0.0,24823.97,52976.1,28,652.0,0,0,0.0
CST_136101,Sinead,34,0,0,0,2.0,134792.29,950.0,Unknown,4.0,0.0,19880.34,46513.7,80,778.0,0,0,0.0
CST_101661,Terry Baynes,43,0,0,0,0.0,89461.39,820.0,Core staff,2.0,0.0,35501.36,10487.67,0,741.0,0,0,0.0
CST_153127,Rinke,24,1,1,1,0.0,191486.04,1280.0,Laborers,2.0,0.0,27742.62,74554.85,34,795.0,0,0,0.0
CST_161907,Nhlapo,48,0,0,1,1.0,99670.45,812.0,Secretaries,3.0,0.0,10041.63,24953.11,29,948.0,0,0,0.0
CST_117470,Pete Sweeney,50,0,1,1,2.0,256099.75,1724.0,Core staff,4.0,0.0,26700.53,39427.6,3,745.0,0,0,0.0
CST_153729,Kar-Gupta,28,1,1,0,1.0,166253.54,1465.0,Drivers,3.0,0.0,20595.47,30270.51,89,538.0,1,0,0.0
CST_100884,Yoko Kubota,26,0,0,1,0.0,169798.41,1098.0,High skill tech staff,1.0,0.0,22888.34,24175.57,94,720.0,0,0,0.0
CST_157250,McCool,44,1,0,1,0.0,102493.06,3184.0,Laborers,2.0,0.0,15957.33,34954.65,80,737.0,0,0,0.0
CST_129965,Caroline,48,0,1,0,0.0,264338.55,1308.0,Core staff,2.0,0.0,22122.82,50250.78,23,667.0,0,0,0.0
CST_138988,Rodrigo,37,1,0,1,0.0,168756.2,1028.0,Core staff,2.0,0.0,32370.89,59212.6,94,582.0,1,1,1.0
CST_133534,Alistair,53,1,1,1,1.0,139070.16,4010.0,Laborers,3.0,0.0,30644.45,30353.83,23,667.0,0,0,0.0
CST_157853,Bases,55,0,0,0,0.0,137104.2,850.0,Unknown,2.0,0.0,34821.72,44647.11,69,826.0,0,0,0.0
CST_121715,Jan Strupczewski,52,1,0,0,1.0,229469.07,3913.0,Laborers,3.0,1.0,42236.73,71588.74,82,738.0,0,0,0.0
CST_154394,Ablan,51,1,0,0,0.0,247567.63,169.0,Unknown,1.0,1.0,53949.43,67448.15,92,944.0,0,0,0.0
CST_108048,ro Lifschitz,28,1,1,1,0.0,216913.89,2123.0,Drivers,2.0,0.0,48331.67,25518.74,40,710.0,0,0,0.0
CST_128637,Tomasz,53,0,1,1,1.0,55398.07,1400.0,Laborers,3.0,0.0,8143.61,14769.28,48,732.0,0,0,0.0
CST_132274,Aruna,33,1,0,0,0.0,230167.55,948.0,Laborers,1.0,0.0,9548.23,28853.86,16,945.0,0,0,0.0
CST_104405,Nanette Byrnes,24,0,0,1,0.0,172120.43,553.0,Unknown,2.0,0.0,35703.95,29483.28,30,662.0,0,0,0.0
CST_116368,Rodrigo Campos,36,1,1,1,1.0,238501.62,762.0,Drivers,3.0,1.0,37738.22,49044.09,76,637.0,1,1,1.0
CST_118265,Douwe Miedema,48,0,1,0,2.0,97652.66,1112.0,Sales staff,4.0,1.0,11155.92,22173.9,67,841.0,0,0,0.0
CST_100651,Ann Saphir,50,0,1,0,0.0,194009.85,2280.0,High skill tech staff,2.0,0.0,26375.72,47476.67,62,658.0,0,0,0.0
CST_147790,Daily,54,0,0,1,1.0,210697.46,1838.0,Sales staff,3.0,0.0,37671.36,48442.66,3,869.0,0,0,0.0
CST_141746,Emily,37,1,1,0,0.0,326032.75,446.0,Drivers,2.0,0.0,34247.4,52823.24,72,927.0,0,0,0.0
CST_152853,Wade,32,0,0,1,0.0,112587.85,3875.0,Unknown,1.0,1.0,25741.82,20924.04,45,693.0,0,0,0.0
CST_114213,Lucia Mutikani,38,0,0,1,0.0,190202.72,1541.0,Sales staff,2.0,0.0,48235.32,37682.22,0,682.0,0,0,0.0
CST_165180,Kwok,48,1,1,1,0.0,156702.48,181.0,Sales staff,2.0,0.0,33499.27,19358.07,89,662.0,0,0,1.0
CST_157674,Lash,55,1,1,1,0.0,215685.37,684.0,Drivers,2.0,0.0,41109.53,52303.7,88,619.0,1,1,1.0
CST_139651,Ryan,39,0,1,1,2.0,142480.94,1550.0,Unknown,4.0,0.0,58792.15,49354.79,60,716.0,0,0,0.0
CST_145304,Tommy,42,0,0,1,0.0,132079.61,123.0,Cleaning staff,1.0,0.0,23693.99,30172.36,85,746.0,0,0,0.0
CST_144263,Tosin,31,1,1,1,0.0,329549.54,5724.0,Laborers,2.0,0.0,13357.34,77656.97,20,677.0,0,0,0.0
CST_152487,Lange,29,0,0,0,2.0,139602.66,151.0,Managers,4.0,0.0,21338.12,36854.68,91,870.0,0,0,0.0
CST_130117,Caroline,53,0,0,1,1.0,283407.92,1784.0,Managers,3.0,0.0,48011.88,38815.58,23,823.0,0,0,0.0
CST_130122,Laurence,41,0,0,1,1.0,105258.16,704.0,Managers,2.0,0.0,28036.06,27414.83,39,770.0,0,0,0.0
CST_110586,Estelle Shirbon,40,0,1,1,0.0,91460.71,617.0,Unknown,2.0,0.0,19686.44,28345.06,36,843.0,0,0,0.0
CST_139697,Hyunjoo,42,0,0,0,1.0,149327.37,2778.0,Sales staff,3.0,0.0,16061.51,27813.59,25,651.0,0,0,0.0
CST_104708,Angela Moon,46,0,0,1,0.0,222567.79,1027.0,Sales staff,2.0,0.0,54535.91,52486.49,78,838.0,0,0,0.0
CST_146461,Christine,55,1,1,0,0.0,144926.06,547.0,Drivers,2.0,0.0,15470.98,33182.72,7,671.0,0,0,0.0
CST_110683,Alistair Barr,44,1,0,0,0.0,138981.98,1071.0,Low-skill Laborers,2.0,1.0,38103.3,43278.79,73,545.0,2,0,1.0
CST_114877,Ernest Scheyder,31,1,0,1,0.0,158307.89,1473.0,Laborers,2.0,1.0,34960.68,33557.69,13,946.0,0,0,0.0
CST_158045,Taylor,51,0,1,1,2.0,194740.68,1260.0,Managers,4.0,0.0,29080.55,41266.37,77,777.0,0,0,0.0
CST_113902,Adam Jourdan,44,1,1,1,0.0,211601.08,433.0,Drivers,2.0,0.0,11373.35,38655.71,76,948.0,0,0,0.0
CST_148405,Kar-Gupta,55,1,0,0,0.0,204334.76,3908.0,Unknown,1.0,0.0,27828.91,39563.55,75,814.0,0,0,0.0
CST_108946,Huw Jones,46,0,1,1,2.0,231893.89,154.0,Core staff,4.0,0.0,24173.43,65599.27,37,826.0,0,0,0.0
CST_160377,Noonan,29,0,0,1,0.0,209437.51,1870.0,Managers,2.0,0.0,23040.91,54835.57,40,815.0,0,0,0.0
CST_159771,Webb,45,0,0,1,0.0,87644.43,708.0,Sales staff,2.0,0.0,15559.57,15295.18,47,781.0,0,0,0.0
CST_164882,Skariachan,51,1,1,1,0.0,315714.18,952.0,Laborers,1.0,0.0,15166.65,56418.42,91,912.0,0,0,0.0
CST_165187,Rebaudo,44,0,1,1,0.0,142796.44,207.0,Sales staff,2.0,0.0,55375.25,14804.8,84,608.0,1,1,1.0
CST_140014,Dan,25,0,0,1,2.0,119445.82,1399.0,Sales staff,4.0,0.0,28582.77,25761.51,73,925.0,0,0,0.0
CST_131577,Alan,51,0,0,0,0.0,140175.71,481.0,Managers,2.0,1.0,59903.99,24252.73,46,751.0,0,0,0.0
CST_160308,Callus,34,1,0,1,2.0,108003.38,731.0,Security staff,4.0,0.0,20127.91,17414.96,1,664.0,0,0,0.0
CST_155772,Malone,26,1,1,0,0.0,191239.92,1503.0,Drivers,1.0,1.0,24563.51,24068.37,72,655.0,0,0,0.0
CST_161926,Bergin,55,0,0,0,2.0,174648.4,1695.0,Sales staff,3.0,0.0,15152.71,26894.3,40,843.0,0,0,0.0
CST_141402,Lucia,38,0,0,1,0.0,272127.69,2101.0,Laborers,2.0,0.0,61093.6,35398.69,31,867.0,0,0,0.0
CST_117014,Bernard Vaughan,28,1,1,1,1.0,255174.62,614.0,Drivers,3.0,0.0,51801.58,73168.31,59,724.0,0,0,0.0
CST_157366,Jones,50,1,0,1,1.0,239322.6,222.0,Drivers,3.0,0.0,42516.91,40511.96,39,868.0,0,0,0.0
CST_146378,James,35,1,1,1,0.0,144842.58,3251.0,Drivers,2.0,0.0,34181.95,21536.59,81,722.0,0,0,0.0
CST_111739,Jessica Wohl,32,0,0,0,2.0,142056.8,2256.0,Sales staff,4.0,0.0,34050.69,37446.3,37,692.0,0,0,0.0
CST_165210,Wahba,28,0,1,1,0.0,236615.05,4013.0,Medicine staff,1.0,0.0,31429.1,78730.07,83,909.0,0,0,0.0
CST_120855,Edward Taylor,44,0,0,0,2.0,101923.56,2670.0,Unknown,4.0,0.0,13737.25,13055.07,4,688.0,0,0,0.0
CST_118877,Natsuko Waki,45,0,0,0,0.0,216411.11,943.0,Laborers,2.0,0.0,55278.24,44505.43,58,690.0,0,0,0.0
CST_148983,Flaherty,26,1,1,1,1.0,208415.37,4343.0,Laborers,3.0,0.0,8060.05,35804.45,62,729.0,0,0,0.0
CST_120026,Tim Hepher,48,0,0,0,0.0,256216.97,1506.0,Core staff,2.0,0.0,49012.34,50612.78,58,930.0,0,0,0.0
CST_120716,Keith Weir,31,1,0,0,0.0,72115.29,887.0,Laborers,1.0,1.0,31401.4,20312.48,96,694.0,0,0,0.0
CST_118425,Emma Thomasson,36,1,1,0,0.0,181155.93,698.0,Security staff,2.0,1.0,42678.93,29327.67,28,696.0,0,0,0.0
CST_124671,David Milliken,42,1,1,0,0.0,229614.26,2070.0,Drivers,2.0,1.0,20744.91,27240.01,42,690.0,0,0,0.0
CST_120999,John Irish,42,0,0,1,2.0,104757.66,2041.0,Sales staff,4.0,0.0,10923.96,18074.01,31,716.0,0,0,0.0
CST_146241,Dominic,23,0,1,1,2.0,118985.38,2560.0,Accountants,4.0,0.0,18201.76,14823.56,13,688.0,0,0,0.0
CST_110796,Paul Lienert,30,1,1,1,1.0,179198.03,2642.0,Laborers,3.0,1.0,23993.96,41626.6,89,840.0,0,0,0.0
CST_100851,Jan Strupczewski,52,1,1,1,0.0,86559.14,1227.0,Drivers,2.0,0.0,11330.0,29058.57,16,731.0,0,0,0.0
CST_118589,Wayne Cole,55,0,0,1,1.0,133604.86,737.0,Cooking staff,3.0,0.0,17989.47,26840.18,20,749.0,0,0,0.0
CST_109599,rian Winter,43,0,0,1,0.0,231946.1,1696.0,Laborers,2.0,0.0,39880.65,56522.1,17,738.0,0,0,0.0
CST_115279,Ransdell Pierson,31,1,1,0,0.0,177438.37,587.0,Core staff,2.0,1.0,17092.54,39883.55,55,851.0,0,0,0.0
CST_159249,Dolan,37,0,0,1,0.0,287859.08,661.0,Accountants,1.0,0.0,57394.98,63344.45,99,854.0,0,0,0.0
CST_126617,Charlie Zhu,36,0,0,1,0.0,203777.55,1773.0,Unknown,1.0,0.0,55252.81,64789.25,49,944.0,0,0,0.0
CST_134165,Ransdell,52,1,0,1,0.0,154921.95,4182.0,Unknown,2.0,0.0,34690.68,21267.46,29,814.0,0,0,0.0
CST_133870,Francesco,28,1,0,1,1.0,263692.79,95.0,Unknown,3.0,0.0,66002.68,34535.97,87,517.0,0,0,1.0
CST_105919,Rie Ishiguro,53,1,1,1,1.0,216597.32,338.0,Security staff,3.0,1.0,42817.37,35271.62,93,666.0,0,0,0.0
CST_135801,Poornima,32,0,0,1,0.0,214386.25,4085.0,Laborers,1.0,0.0,25807.37,31535.9,38,844.0,0,0,0.0
CST_149495,Malone,29,0,0,1,0.0,181361.36,366.0,Sales staff,1.0,0.0,26153.77,36613.91,30,651.0,0,0,0.0
CST_162591,Shalal-Esa,40,0,0,1,0.0,190055.05,729.0,Unknown,1.0,0.0,27183.16,47870.97,55,830.0,0,0,0.0
CST_101594,Michael Erman,44,0,0,1,0.0,140634.09,6060.0,Laborers,2.0,0.0,32650.27,29119.13,98,913.0,0,0,0.0
CST_110858,Anna Yukhananov,41,1,1,0,0.0,216242.94,3336.0,Drivers,2.0,0.0,24782.44,48363.73,94,924.0,0,0,0.0
CST_130987,Deena,42,1,1,0,0.0,229230.12,2528.0,Drivers,2.0,1.0,56878.73,54502.06,63,892.0,0,0,0.0
CST_162436,Ingrid,23,1,0,0,1.0,116830.77,850.0,Unknown,3.0,1.0,19661.39,14433.76,78,814.0,0,0,0.0
CST_165411,Shih,44,1,0,0,1.0,124183.6,290.0,Managers,3.0,0.0,30464.99,46512.24,57,943.0,0,0,0.0
CST_150147,Onstad,28,1,0,0,0.0,160727.07,1474.0,Laborers,1.0,0.0,34197.78,25368.97,77,552.0,1,1,1.0
CST_156630,Morgan,34,0,0,1,2.0,230455.39,1197.0,Laborers,3.0,0.0,48651.37,63460.93,74,734.0,0,0,0.0
CST_138729,ewich,37,0,0,1,0.0,90329.53,1725.0,Core staff,1.0,0.0,16518.29,28961.97,74,622.0,1,1,1.0
CST_114662,Clara Denina,31,0,0,1,0.0,266828.47,2279.0,Laborers,4.0,0.0,37621.68,82591.22,20,755.0,0,0,0.0
CST_107469,Robin Emmott,52,0,0,1,1.0,103653.93,2172.0,Cooking staff,2.0,0.0,24681.2,32732.85,31,926.0,0,0,0.0
CST_112695,"""Rosalba OBrien""",50,0,0,1,1.0,105503.11,1958.0,Unknown,3.0,0.0,20359.6,23635.35,68,680.0,0,0,0.0
CST_118038,John McCrank,43,1,1,0,0.0,165743.57,1437.0,Managers,1.0,1.0,25385.4,23196.62,53,660.0,0,0,0.0
CST_125419,Denis Astrid,33,0,0,1,0.0,190863.06,5112.0,Unknown,2.0,0.0,50708.51,43947.97,48,872.0,0,0,0.0
CST_102554,Matt Falloon,35,1,1,0,0.0,158294.44,1638.0,Laborers,2.0,1.0,34120.9,25646.13,42,703.0,0,0,0.0
CST_125122,Tim Kelly,39,0,0,0,1.0,170965.06,393.0,Laborers,3.0,1.0,18451.57,60969.34,93,669.0,0,0,0.0
CST_160714,Shields,55,0,0,0,0.0,136959.35,195.0,Sales staff,1.0,0.0,36826.14,48113.47,54,753.0,0,0,0.0
CST_136119,Leah,23,1,1,1,1.0,228125.55,683.0,Sales staff,3.0,0.0,29205.17,44369.99,61,751.0,0,0,0.0
CST_111790,Caroline Valetkevitch,23,0,1,0,1.0,215741.58,782.0,Accountants,3.0,0.0,24303.16,26518.72,79,931.0,0,0,0.0
CST_124184,Qing,54,0,0,1,0.0,227833.76,6533.0,Unknown,1.0,0.0,37120.38,59067.94,4,851.0,0,0,0.0
CST_153274,Egenter,51,0,1,1,0.0,228832.76,1668.0,Accountants,2.0,0.0,47607.37,28287.69,42,692.0,0,0,0.0
CST_123676,N,33,1,1,1,0.0,191549.78,3486.0,Laborers,2.0,1.0,15618.18,34021.37,18,721.0,0,0,0.0
CST_115945,Alexei Oreskovic,37,0,0,1,2.0,124883.27,3179.0,Core staff,4.0,0.0,33051.71,25466.27,16,652.0,0,0,0.0
CST_114520,Ross Kerber,35,1,0,1,0.0,210948.66,3650.0,Laborers,2.0,0.0,45638.37,64192.47,65,794.0,0,0,0.0
CST_126535,Lefteris Papadimas,37,0,0,0,0.0,291347.46,1598.0,Sales staff,2.0,0.0,19834.67,44032.0,36,657.0,0,0,0.0
CST_156305,Rothacker,28,0,1,0,0.0,248285.33,4499.0,Medicine staff,2.0,0.0,24137.48,58686.93,40,675.0,0,0,0.0
CST_150083,Georgiopoulos,54,0,0,1,0.0,123598.41,1155.0,Core staff,1.0,0.0,36362.01,21909.29,59,776.0,0,0,0.0
CST_106898,Emily Flitter,35,0,0,1,1.0,168984.17,2437.0,Unknown,2.0,0.0,13446.13,29857.54,89,669.0,0,0,0.0
CST_137801,Anjuli,31,1,1,0,0.0,357677.99,2587.0,High skill tech staff,2.0,0.0,45646.0,67674.48,20,819.0,0,0,0.0
CST_101656,ra Alper,34,0,0,0,0.0,181634.32,1578.0,Sales staff,1.0,0.0,32506.66,38484.73,49,793.0,0,0,0.0
CST_150209,Damouni,25,1,0,0,0.0,124591.04,2732.0,Laborers,2.0,1.0,30837.32,15840.12,93,667.0,0,0,1.0
CST_121592,David Henry,48,0,1,1,0.0,192688.87,2138.0,Core staff,1.0,0.0,27556.26,56251.64,17,745.0,0,0,0.0
CST_118177,Huw Jones,55,0,1,0,0.0,130268.7,1336.0,Laborers,2.0,0.0,23207.14,41287.28,55,894.0,0,0,0.0
CST_159459,Kubota,35,0,0,1,1.0,203348.85,1705.0,Medicine staff,2.0,0.0,21538.61,32568.88,78,872.0,0,0,0.0
CST_122974,Scott Haggett,54,1,0,1,0.0,212354.53,4759.0,Managers,2.0,0.0,37199.58,26217.64,24,723.0,0,0,0.0
CST_123646,David Sheppard,42,1,1,0,0.0,225981.08,4603.0,Unknown,2.0,1.0,23759.65,26401.47,82,903.0,0,0,0.0
CST_128009,Caroline,42,0,0,0,0.0,203789.09,2343.0,Laborers,2.0,1.0,34786.1,47630.29,6,845.0,0,0,0.0
CST_140870,ernie,34,0,0,0,0.0,114526.73,2274.0,Unknown,2.0,0.0,29574.23,36588.56,45,906.0,0,0,0.0
CST_126866,Tabassum Zakaria,46,1,1,1,0.0,200485.86,1284.0,Sales staff,2.0,0.0,36953.43,74442.61,29,701.0,0,0,0.0
CST_124504,Jim Finkle,52,0,0,1,0.0,122212.67,1474.0,Unknown,2.0,1.0,40044.66,31473.56,26,695.0,0,0,0.0
CST_106863,Michelle Nichols,43,0,1,1,0.0,114272.69,828.0,Unknown,1.0,1.0,19442.75,37958.62,6,697.0,0,0,0.0
CST_163600,Bergin,54,0,0,1,1.0,127903.05,1416.0,Laborers,3.0,1.0,25167.86,31430.04,87,661.0,0,0,1.0
CST_164212,Herbst-Bayliss,55,0,0,1,0.0,230737.4,224.0,Unknown,1.0,0.0,10619.59,25065.95,85,822.0,0,0,0.0
CST_147269,Adegoke,28,0,0,0,0.0,232367.35,794.0,Accountants,2.0,0.0,31251.22,53335.84,27,819.0,0,0,0.0
CST_119564,Angela Moon,45,0,0,1,0.0,173046.17,6237.0,Laborers,2.0,0.0,22644.81,42916.42,80,906.0,0,0,0.0
CST_140194,Jennifer,52,1,0,1,1.0,102136.92,574.0,Laborers,3.0,0.0,10037.73,17196.53,53,779.0,0,0,0.0
CST_155904,Jacobs,48,0,0,0,1.0,113045.96,2169.0,Core staff,3.0,0.0,21336.57,28806.66,61,843.0,0,0,0.0
CST_141129,Richard,36,0,0,1,0.0,177009.99,3285.0,Sales staff,2.0,0.0,22481.72,46067.5,65,907.0,0,0,0.0
CST_112848,Andrea Shalal-Esa,23,0,0,1,0.0,136912.16,136.0,Core staff,2.0,0.0,52132.59,51201.07,89,664.0,0,0,0.0
CST_159373,Shalal-Esa,24,0,0,1,0.0,120871.83,4522.0,Accountants,2.0,0.0,27691.45,39485.33,89,934.0,0,0,0.0
CST_149095,Brown,49,1,0,0,0.0,184657.77,417.0,Laborers,2.0,1.0,30890.47,26979.11,58,919.0,0,0,0.0
CST_127921,Narayanan,50,0,0,1,0.0,236304.18,2082.0,Unknown,2.0,0.0,57085.4,27025.27,19,917.0,0,0,0.0
CST_103916,Dominic Lau,53,0,0,1,0.0,114164.39,1322.0,Accountants,1.0,0.0,16471.52,22456.07,71,804.0,0,0,0.0
CST_110266,Rodrigo Campos,42,1,0,1,0.0,291433.33,811.0,Drivers,2.0,1.0,53408.33,64953.64,77,581.0,1,1,1.0
CST_154940,Menn,41,1,0,1,2.0,200632.69,1404.0,Laborers,3.0,1.0,21523.95,23722.46,97,548.0,1,1,1.0
CST_104966,Poornima Gupta,42,0,0,0,2.0,131257.4,4688.0,Medicine staff,4.0,0.0,16719.45,30113.15,38,727.0,0,0,0.0
CST_106638,Daniel Bases,45,0,0,1,0.0,158572.61,3716.0,Security staff,1.0,0.0,20698.71,36408.12,8,795.0,0,0,0.0
CST_120941,Baker,55,0,0,0,0.0,226290.21,1025.0,Managers,1.0,0.0,67120.18,77979.38,98,549.0,1,0,1.0
CST_131209,Chuck,29,0,0,0,1.0,239459.07,189.0,Sales staff,2.0,0.0,21398.83,69406.71,66,783.0,0,0,0.0
CST_107551,Rhys Jones,46,0,0,1,0.0,122477.68,1022.0,Sales staff,1.0,0.0,16755.74,20136.97,93,783.0,0,0,0.0
CST_148962,McLaughlin,36,0,1,1,0.0,190514.21,6029.0,Unknown,2.0,1.0,16944.96,37336.04,14,928.0,0,0,0.0
CST_150472,Nichols,48,1,1,1,0.0,286835.17,177.0,Core staff,1.0,1.0,39793.92,46872.07,65,918.0,0,0,0.0
CST_121635,Grant McCool,35,0,1,1,1.0,116406.28,1924.0,Medicine staff,3.0,1.0,18840.16,21210.99,98,875.0,0,0,0.0
CST_117368,Regan Doherty,46,1,1,0,0.0,172038.99,3981.0,Laborers,2.0,0.0,45218.45,35203.11,31,776.0,0,0,0.0
CST_109730,Matthias Blamont,24,1,1,0,0.0,248383.87,1991.0,Laborers,2.0,0.0,52883.67,80752.03,31,675.0,0,0,0.0
CST_104189,Rodrigo Campos,34,0,0,1,0.0,159681.71,162.0,Accountants,2.0,0.0,25832.71,41051.75,71,891.0,0,0,0.0
CST_147852,Thomas,34,0,0,1,2.0,98203.23,1159.0,Cooking staff,4.0,0.0,21620.07,22403.88,66,655.0,0,0,0.0
CST_118303,Andrew Cawthorne,31,1,0,1,0.0,126677.56,872.0,Laborers,1.0,0.0,16928.82,24850.84,42,906.0,0,0,0.0
CST_104975,Rachna Uppal,48,1,1,0,0.0,95493.57,3016.0,Laborers,1.0,0.0,9655.0,25686.3,13,660.0,0,0,0.0
CST_108988,Eva Kuehnen,25,1,0,1,1.0,251700.51,3939.0,Unknown,3.0,0.0,30348.42,57333.69,81,888.0,0,0,0.0
CST_165127,Temple-West,27,0,1,1,0.0,340271.43,1652.0,Managers,1.0,0.0,40348.57,73477.45,39,691.0,0,0,0.0
CST_147583,Flynn,41,0,0,1,0.0,151607.93,5137.0,Managers,2.0,0.0,27408.37,18947.66,13,839.0,0,0,0.0
CST_140079,Sam,28,0,0,0,0.0,284760.58,1390.0,Unknown,2.0,0.0,10023.68,35058.12,4,847.0,0,0,0.0
CST_146942,N.,47,0,0,1,2.0,171249.41,1075.0,Cooking staff,4.0,1.0,28169.88,51485.89,57,803.0,0,0,0.0
CST_159794,Oreskovic,30,0,1,1,0.0,157300.37,2516.0,Laborers,2.0,0.0,24340.19,49428.48,51,742.0,0,0,0.0
CST_139636,ni,52,0,0,1,1.0,98469.61,931.0,Unknown,3.0,0.0,29333.16,17112.84,53,919.0,0,0,0.0
CST_133928,Sue,50,0,1,1,0.0,221721.88,1485.0,Sales staff,2.0,0.0,17979.84,53302.04,62,934.0,0,0,0.0
CST_129673,David,28,0,0,1,0.0,159614.86,2748.0,Unknown,2.0,0.0,20680.21,16926.61,80,902.0,0,0,0.0
CST_137230,Christiaan,30,0,0,1,1.0,101647.58,2418.0,Sales staff,3.0,1.0,29148.28,16250.05,83,530.0,0,0,0.0
CST_106409,Victoria Howley,53,0,1,1,1.0,167712.73,1306.0,Core staff,3.0,0.0,45877.69,34095.83,3,769.0,0,0,0.0
CST_159316,Aloisi,25,0,1,1,0.0,209183.73,660.0,Core staff,2.0,0.0,25765.64,54341.84,60,820.0,0,0,0.0
CST_135022,Leah,42,0,0,1,0.0,125556.7,2114.0,Medicine staff,2.0,1.0,15457.4,41068.75,95,780.0,0,0,0.0
CST_119829,Foo Yun,42,0,0,1,0.0,49412.72,5590.0,Laborers,2.0,0.0,27717.09,6645.01,65,763.0,0,0,0.0
CST_153976,Jones,26,1,1,1,0.0,276604.82,1863.0,Drivers,2.0,0.0,29526.63,35578.97,25,709.0,0,0,0.0
CST_124657,Christian Plumb,34,0,0,1,0.0,202946.15,3368.0,Medicine staff,2.0,0.0,16320.02,27209.43,11,913.0,0,0,0.0
CST_135832,Pete,34,1,1,1,0.0,185913.89,1497.0,Laborers,2.0,0.0,38085.41,56611.11,86,553.0,1,1,1.0
CST_135543,ill,52,1,0,1,0.0,227514.48,679.0,Unknown,1.0,0.0,22018.72,50310.91,4,904.0,0,0,0.0
CST_131024,Lucy,24,0,0,1,0.0,201419.14,2455.0,Unknown,2.0,0.0,31107.52,39894.02,98,737.0,0,0,0.0
CST_106021,Ryan Vlastelica,41,0,0,0,1.0,236366.48,800.0,Core staff,2.0,0.0,60910.31,44175.39,4,783.0,0,0,0.0
CST_126706,Nate Raymond,46,0,1,1,0.0,205478.25,1978.0,Accountants,2.0,0.0,32483.19,36839.94,88,842.0,0,0,0.0
CST_103979,Tim Hepher,50,1,0,0,0.0,150328.35,272.0,Drivers,2.0,1.0,29093.39,18284.55,89,643.0,1,1,1.0
CST_135653,Andreas,39,0,0,1,0.0,154032.37,5541.0,High skill tech staff,2.0,0.0,65514.13,56600.72,4,748.0,0,0,0.0
CST_102833,Linda Sieg,39,0,0,1,0.0,134731.49,1341.0,Unknown,2.0,0.0,21732.93,30678.66,9,720.0,0,0,0.0
CST_144798,Takaya,34,0,0,0,0.0,329909.75,1368.0,Accountants,2.0,0.0,46270.09,72022.91,25,702.0,0,0,0.0
CST_125091,Nicola Leske,44,0,0,1,1.0,194637.73,103.0,Unknown,2.0,0.0,25837.04,45195.45,97,669.0,0,0,0.0
CST_112219,Dan Levine,51,0,0,1,1.0,144281.28,2393.0,Unknown,3.0,0.0,15653.18,36373.2,78,645.0,1,1,0.0
CST_161799,Zeidler,46,1,0,1,0.0,171880.66,244.0,Sales staff,1.0,0.0,43921.27,23626.45,2,823.0,0,0,0.0
CST_162808,"""Manuela",54,0,0,0,0.0,181829.1,1444.0,Sales staff,2.0,0.0,34221.47,44017.3,83,774.0,0,0,0.0
CST_164503,Nam,33,0,0,1,0.0,167385.94,2978.0,Medicine staff,2.0,1.0,29461.88,24945.11,36,818.0,0,0,0.0
CST_155436,Ramakrishnan,29,1,1,0,1.0,171214.13,499.0,Unknown,3.0,0.0,26488.12,35908.81,94,734.0,0,0,0.0
